python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0002.csv	1.57	1.57	28540928	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0002.csv	0.41	0.41	64045056	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0002.csv	0.39	0.38	11223040	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0002.csv	0.18	0.18	10649600	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0003.csv	1.52	1.51	28475392	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0003.csv	0.41	0.41	64192512	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0003.csv	0.40	0.39	12910592	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0003.csv	0.21	0.2	9797632	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0004.csv	1.54	1.52	28213248	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0004.csv	0.41	0.4	64454656	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0004.csv	0.39	0.39	11829248	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0004.csv	0.20	0.19	9814016	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0005.csv	1.52	1.52	28229632	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0005.csv	0.41	0.4	66011136	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0005.csv	0.39	0.38	12304384	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0005.csv	0.19	0.18	10584064	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0006.csv	1.54	1.54	28524544	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0006.csv	0.41	0.39	65552384	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0006.csv	0.39	0.39	12238848	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0006.csv	0.21	0.2	13746176	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0007.csv	1.56	1.53	28557312	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0007.csv	0.41	0.4	65830912	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0007.csv	0.39	0.38	10944512	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0007.csv	0.20	0.19	10125312	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0008.csv	1.81	1.6	28164096	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0008.csv	0.52	0.47	60702720	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0008.csv	0.65	0.45	12435456	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0008.csv	0.20	0.2	15482880	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0009.csv	1.55	1.54	28180480	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0009.csv	0.43	0.42	65568768	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0009.csv	0.40	0.39	12173312	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0009.csv	0.19	0.19	11272192	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0010.csv	1.58	1.55	28196864	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0010.csv	0.42	0.41	64585728	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0010.csv	0.40	0.39	13025280	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0010.csv	0.21	0.2	9830400	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0011.csv	1.53	1.52	28246016	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0011.csv	0.41	0.41	64389120	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0011.csv	0.39	0.39	11468800	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedIssues0011.csv	0.18	0.18	10616832	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0000.csv	1.53	1.53	29212672	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0000.csv	0.39	0.38	63340544	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0000.csv	0.52	0.51	10829824	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0000.csv	0.15	0.14	10207232	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0002.csv	2.10	1.76	28147712	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0002.csv	0.44	0.43	65060864	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0002.csv	0.39	0.38	13107200	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0002.csv	0.18	0.18	11042816	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0003.csv	1.61	1.59	28540928	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0003.csv	0.59	0.52	62373888	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0003.csv	0.43	0.41	10846208	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0003.csv	0.25	0.23	10616832	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0004.csv	1.82	1.74	28327936	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0004.csv	0.44	0.42	64684032	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0004.csv	0.41	0.41	12730368	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0004.csv	0.19	0.19	10387456	0
python3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0005.csv	1.59	1.56	28557312	0
pypy3	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0005.csv	0.40	0.39	64290816	0
lua	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0005.csv	0.38	0.38	13631488	0
luajit	/Users/timm/gits/moot/optimize/hpo/Health-ClosedPRs0005.csv	0.21	0.19	10747904	0
